,Progress,Finished,Q25,Q25_4_TEXT,Memberships ,Are You ,Q30,Q30_16_TEXT,Indy,public email,public email at work,Memberships ,Q26,Someoneelse ,Signin2 ,Signin2 _3_TEXT,Q32,Added,Admin ,Access,Instructions,Lost Envelopes,Wrong Inbox,Prefer 
IPC,100,True,company email (eg. me@company.com),,No,No,Government,,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,78,False,company email (eg. me@company.com),,No,Yes,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,Not Sure,Not Sure,No,No,,,
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Construction,,No,No,,,,,,,,,,,No,Not Sure,Not sure,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Government,,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,No,Higher Education,,No,No,,,,,,,,,,,Yes,Yes,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,No,Not Sure,Not sure,Make one unified inbox with the capability to filter according to my account memberships
IPC,61,False,company email (eg. me@company.com),,No,Yes,Other (please specify):,Semi Con,No,No,,,,,,,,,,,,,,
IPC,91,False,"company email (eg. me@company.com),public email (eg. me@gmail.com)",,Yes,Yes,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,2-3,I use separate emails for work and personal DocuSign accounts,No,Work,,,Yes,Yes,,Yes,Not Sure,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,Yes,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,1,Work,No,Work,,,,,,Yes,Not Sure,Not sure,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Other (please specify):,Aviation,No,No,,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,Yes,Yes,Other (please specify):,manufacturing,No,No,,1,Work,No,Work,,,No,Yes,,No,Yes,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Real Estate (Agents, etc.)",,No,No,,,,,,,,,,,Yes,Yes,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Other (please specify):,oil&gas,No,No,,,,,,,,,,,No,Not Sure,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,Yes,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,Not Sure,Yes,,Yes,Not Sure,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Yes,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,1,Work,No,Work,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Yes,Yes,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,2-3,Work,Yes,Work,,,Yes,Yes,,Yes,No,Yes,No opinion
IPC,91,False,company email (eg. me@company.com),,Yes,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,25+,I don't know what a default DocuSign account is,Yes,Work,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,74,False,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,,,,
IPC,91,False,company email (eg. me@company.com),,No,No,"Insurance (Insurance Agencies, Insurance Carriers, etc.)",,No,No,,,,,,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Other (please specify):,Consultancy,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,Yes,Government,,No,No,,,,,,,,Yes,Yes,,Yes,Yes,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Other (please specify):,Automotive,No,No,,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Non-Profit,,No,No,,,,,,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,Not Sure,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,"Yes, I work independently",No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,multiple emails (how many different email addresses do you use?),6,Not Sure,Yes,Government,,No,No,,,,,,,,No,No,Not Sure,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,Yes,Other (please specify):,Recruiting & staffing,No,No,,,,,,,,No,Yes,,Yes,Not Sure,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,Yes,Non-Profit,,No,No,,,,,,,,No,Yes,,No,Yes,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,Not Sure,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Yes,No,Other (please specify):,Pharma,No,No,,1,I don't know what a default DocuSign account is,Not Sure,Work,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Construction,,No,No,,,,,,,,,,,Yes,Yes,No,No opinion
IPC,74,False,company email (eg. me@company.com),,No,No,Technology,,No,No,,,,,,,,,,,,,,
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,Yes,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,No,No,No,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Government,,No,No,,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,"company email (eg. me@company.com),public email (eg. me@gmail.com),multiple emails (how many different email addresses do you use?)",,Not Sure,No,Technology,,No,No,,,,,,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,multiple emails (how many different email addresses do you use?),abrobbey@mtb.com,No,Yes,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,No,No,No,Yes,No,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,No,Higher Education,,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,No,Government,,No,No,,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,Yes,Yes,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,Yes,Non-Profit,,No,No,,,,,,,,No,No,No,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Yes,Yes,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,2-3,I use separate emails for work and personal DocuSign accounts,Yes,Work,,,Yes,Yes,,Yes,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Yes,Yes,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,6-10,Work,No,Work,,,No,Not Sure,No,No,Not Sure,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,No,Other (please specify):,K-12 Education,No,No,,,,,,,,,,,No,Not Sure,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Other (please specify):,UN Organization,No,No,,,,,,,,,,,Yes,Yes,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Yes,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,1,Work,Not Sure,Work,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Technology,,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,74,False,company email (eg. me@company.com),,No,Yes,Other (please specify):,Hospitallity,No,No,,,,,,,,No,No,No,,,,
IPC,100,True,"company email (eg. me@company.com),multiple emails (how many different email addresses do you use?)",,Yes,Yes,Government,,"Yes, I own my own business",Yes,Yes,1,Work,No,Work,,,No,No,No,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,Yes,No,Technology,,No,No,,1,Work,No,Work,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,No,Higher Education,,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Government,,No,No,,,,,,,,,,,Yes,Not Sure,Not sure,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Non-Profit,,No,No,,,,,,,,,,,No,Not Sure,Not sure,No opinion
IPC,100,True,company email (eg. me@company.com),,Yes,No,Communication & Media,,No,No,,2-3,I use separate emails for work and personal DocuSign accounts,Not Sure,Work,,,,,,Yes,Not Sure,Yes,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,No,No,Legal Services,,No,No,,,,,,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,Not Sure,Yes,Technology,,No,No,,,,,,,,No,No,Not Sure,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,Yes,Not Sure,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Legal Services,,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,No,Retail,,No,No,,,,,,,,,,,Yes,Yes,Yes,No opinion
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Yes,Yes,Other (please specify):,,No,No,,6-10,Work,Yes,Work,,,Yes,Yes,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,Yes,Government,,No,No,,,,,,,,No,No,No,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Yes,Yes,Other (please specify):,Medical Manufacturing,No,No,,1,Work,Yes,Work,,,Yes,Yes,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,No,Non-Profit,,No,No,,,,,,,,,,,Yes,Yes,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,No,"Real Estate (Agents, etc.)",,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Accounting and Tax,,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,No,"Real Estate (Agents, etc.)",,"Yes, I work independently",No,,,,,,,,,,,No,Yes,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Legal Services,,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,No,Higher Education,,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Other (please specify):,Utility,No,No,,,,,,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Non-Profit,,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,Yes,Yes,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Government,,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,74,False,company email (eg. me@company.com),,No,No,Communication & Media,,No,No,,,,,,,,,,,,,,
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Accounting and Tax,,No,No,,,,,,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,Yes,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,"Yes, I own my own business",No,,,,,,,,No,Not Sure,No,No,Yes,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,Yes,Higher Education,,No,No,,,,,,,,Yes,Yes,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Government,,No,No,,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,Yes,Yes,Higher Education,,No,No,,1,Work,Yes,Work,,,Yes,Not Sure,No,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,public email (eg. me@gmail.com),,No,No,"Real Estate (Agents, etc.)",,"Yes, I work independently",Yes,Yes,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Real Estate (Agents, etc.)",,No,Yes,No,,,,,,,,,,No,Yes,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,61,False,company email (eg. me@company.com),,Not Sure,Yes,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,,,,
IPC,100,True,company email (eg. me@company.com),,No,Yes,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,Yes,Yes,,Yes,Yes,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Other (please specify):,Pharmaceutical ,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Real Estate (Agents, etc.)",,No,No,,,,,,,,,,,Yes,Yes,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,Yes,Government,,No,No,,,,,,,,No,No,No,No,Yes,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Other (please specify):,Clinical Research / Healthcare / Higher Education / State government,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Insurance (Insurance Agencies, Insurance Carriers, etc.)",,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Government,,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,public email (eg. me@gmail.com),,No,No,"Real Estate (Agents, etc.)",,"Yes, I own my own business",Yes,Yes,,,,,,,,,,No,Not Sure,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Real Estate (Agents, etc.)",,"Yes, I work independently",Yes,Yes,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Not Sure,Yes,"Real Estate (Agents, etc.)",,"Yes, I own my own business",Yes,No,,,,,,,No,No,No,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,Not Sure,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Technology,,No,No,,,,,,,,,,,Yes,Not Sure,Not sure,No opinion
IPC,91,False,company email (eg. me@company.com),,Not Sure,Yes,Retail,,No,No,,,,,,,,No,No,Not Sure,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Technology,,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,Yes,Yes,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,61,False,company email (eg. me@company.com),,No,Yes,"Healthcare (Healthcare Providers, Health Plans, etc.)",,"Yes, I work independently",Yes,Yes,,,,,,,,,,,,,
IPC,91,False,company email (eg. me@company.com),,No,No,Accounting and Tax,,No,No,,,,,,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,Yes,Technology,,No,No,,,,,,,,No,Yes,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Not Sure,Yes,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,No,Yes,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,78,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,Yes,,,
IPC,91,False,company email (eg. me@company.com),,Yes,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,2-3,Work,No,Work,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Other (please specify):,Publishing,No,No,,,,,,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Other (please specify):,Reinsurance,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Retail,,No,No,,,,,,,,,,,No,Not Sure,No,No opinion
IPC,61,False,company email (eg. me@company.com),,Not Sure,Yes,Technology,,No,Yes,No,,,,,,,,,,,,,
IPC,91,False,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,No,Yes,Not sure,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,Yes,Other (please specify):,Consulting,No,No,,,,,,,,No,No,Yes,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Government,,No,No,,,,,,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Higher Education,,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,Yes,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,No,Yes,,Yes,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Yes,No,Higher Education,,No,No,,1,Work,Not Sure,Work,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,Not Sure,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Yes,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,1,Work,No,Work,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Government,,No,No,,,,,,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,Yes,Higher Education,,No,No,,,,,,,,Yes,Yes,,Yes,Yes,Not sure,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,61,False,company email (eg. me@company.com),,No,Yes,Technology,,No,No,,,,,,,,,,,,,,
IPC,91,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,78,False,company email (eg. me@company.com),,No,Yes,Construction,,No,No,,,,,,,,No,No,No,Yes,,,
IPC,91,False,company email (eg. me@company.com),,No,Yes,Legal Services,,No,No,,,,,,,,Yes,No,Not Sure,Yes,No,No,No opinion
IPC,78,False,company email (eg. me@company.com),,Yes,No,Higher Education,,No,No,,2-3,Work,Yes,Work,,,,,,No,,,
IPC,91,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Real Estate (Agents, etc.)",,"Yes, I work independently",No,,,,,,,,,,,Yes,No,No,No opinion
IPC,78,False,company email (eg. me@company.com),,Not Sure,No,"Real Estate (Agents, etc.)",,"Yes, I work independently",No,,,,,,,,,,,Yes,,,
IPC,91,False,company email (eg. me@company.com),,Not Sure,Yes,Construction,,No,No,,,,,,,,No,No,No,No,Not Sure,Not sure,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Real Estate (Agents, etc.)",,No,No,,,,,,,,,,,No,Not Sure,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Other (please specify):,Electrical,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,78,False,company email (eg. me@company.com),,No,No,Other (please specify):,Funeral,No,No,,,,,,,,,,,Yes,,,
IPC,91,False,company email (eg. me@company.com),,No,No,Other (please specify):,Corporate - Vehicle Manufacturer,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Other (please specify):,Logistics,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Real Estate (Agents, etc.)",,"Yes, I own my own business",No,,,,,,,,,,,No,Not Sure,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Yes,Yes,Other (please specify):,OIL AND GAS,No,No,,1,Work,No,Work,,,No,No,No,No,Yes,Not sure,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Technology,,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Other (please specify):,Manufacturing,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Technology,,"Yes, I work independently",No,,,,,,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Other (please specify):,Telecommunications,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,74,False,company email (eg. me@company.com),,Not Sure,No,Non-Profit,,No,Yes,,,,,,,,,,,,,,
IPC,91,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Technology,,No,No,,,,,,,,,,,No,No,Not sure,No opinion
